====== GPT-2 Fine-Tuning Log ======

Step	Epoch	Metrics
1820	1.2272420768712071	{'loss': 3.0131, 'grad_norm': 7.536304473876953, 'learning_rate': 7.546864463924478e-06, 'epoch': 1.2272420768712071}
1830	1.2339851652056641	{'loss': 2.9571, 'grad_norm': 8.961298942565918, 'learning_rate': 7.533378287255564e-06, 'epoch': 1.2339851652056641}
1840	1.2407282535401214	{'loss': 2.9321, 'grad_norm': 8.136090278625488, 'learning_rate': 7.519892110586649e-06, 'epoch': 1.2407282535401214}
1850	1.2474713418745786	{'loss': 2.9306, 'grad_norm': 8.353825569152832, 'learning_rate': 7.506405933917736e-06, 'epoch': 1.2474713418745786}
1860	1.2542144302090357	{'loss': 2.9635, 'grad_norm': 9.74102783203125, 'learning_rate': 7.492919757248821e-06, 'epoch': 1.2542144302090357}
1870	1.260957518543493	{'loss': 2.865, 'grad_norm': 8.47292709350586, 'learning_rate': 7.479433580579907e-06, 'epoch': 1.260957518543493}
1880	1.2677006068779502	{'loss': 2.9278, 'grad_norm': 8.579193115234375, 'learning_rate': 7.465947403910992e-06, 'epoch': 1.2677006068779502}
1890	1.2744436952124074	{'loss': 2.9026, 'grad_norm': 8.252436637878418, 'learning_rate': 7.452461227242077e-06, 'epoch': 1.2744436952124074}
1900	1.2811867835468644	{'loss': 3.0177, 'grad_norm': 8.787962913513184, 'learning_rate': 7.438975050573163e-06, 'epoch': 1.2811867835468644}
1910	1.2879298718813217	{'loss': 2.9209, 'grad_norm': 7.548515319824219, 'learning_rate': 7.425488873904248e-06, 'epoch': 1.2879298718813217}
1920	1.2946729602157787	{'loss': 3.0534, 'grad_norm': 8.666906356811523, 'learning_rate': 7.412002697235334e-06, 'epoch': 1.2946729602157787}
1930	1.301416048550236	{'loss': 2.9067, 'grad_norm': 8.681319236755371, 'learning_rate': 7.39851652056642e-06, 'epoch': 1.301416048550236}
1940	1.3081591368846932	{'loss': 2.9156, 'grad_norm': 8.04716968536377, 'learning_rate': 7.385030343897506e-06, 'epoch': 1.3081591368846932}
1950	1.3149022252191505	{'loss': 3.0073, 'grad_norm': 7.662506580352783, 'learning_rate': 7.371544167228592e-06, 'epoch': 1.3149022252191505}
1960	1.3216453135536075	{'loss': 2.8587, 'grad_norm': 7.69865608215332, 'learning_rate': 7.358057990559677e-06, 'epoch': 1.3216453135536075}
1970	1.3283884018880647	{'loss': 2.871, 'grad_norm': 9.259933471679688, 'learning_rate': 7.344571813890763e-06, 'epoch': 1.3283884018880647}
1980	1.335131490222522	{'loss': 2.9226, 'grad_norm': 8.292374610900879, 'learning_rate': 7.331085637221848e-06, 'epoch': 1.335131490222522}
1990	1.341874578556979	{'loss': 2.9384, 'grad_norm': 9.94829273223877, 'learning_rate': 7.317599460552934e-06, 'epoch': 1.341874578556979}
2000	1.3486176668914363	{'loss': 2.8762, 'grad_norm': 8.500527381896973, 'learning_rate': 7.304113283884019e-06, 'epoch': 1.3486176668914363}
2010	1.3553607552258935	{'loss': 2.9408, 'grad_norm': 8.495755195617676, 'learning_rate': 7.290627107215104e-06, 'epoch': 1.3553607552258935}
2020	1.3621038435603507	{'loss': 3.1313, 'grad_norm': 7.61353874206543, 'learning_rate': 7.277140930546191e-06, 'epoch': 1.3621038435603507}
2030	1.3688469318948078	{'loss': 2.8908, 'grad_norm': 8.928303718566895, 'learning_rate': 7.263654753877276e-06, 'epoch': 1.3688469318948078}
2040	1.375590020229265	{'loss': 2.8818, 'grad_norm': 6.861578464508057, 'learning_rate': 7.250168577208362e-06, 'epoch': 1.375590020229265}
2050	1.382333108563722	{'loss': 2.8695, 'grad_norm': 9.428403854370117, 'learning_rate': 7.2366824005394475e-06, 'epoch': 1.382333108563722}
2060	1.3890761968981793	{'loss': 2.958, 'grad_norm': 9.01469612121582, 'learning_rate': 7.223196223870533e-06, 'epoch': 1.3890761968981793}
2070	1.3958192852326365	{'loss': 2.9552, 'grad_norm': 8.534049034118652, 'learning_rate': 7.209710047201619e-06, 'epoch': 1.3958192852326365}
2080	1.4025623735670938	{'loss': 2.8535, 'grad_norm': 9.370072364807129, 'learning_rate': 7.196223870532705e-06, 'epoch': 1.4025623735670938}
2090	1.409305461901551	{'loss': 2.8478, 'grad_norm': 9.214912414550781, 'learning_rate': 7.182737693863791e-06, 'epoch': 1.409305461901551}
2100	1.416048550236008	{'loss': 3.0799, 'grad_norm': 9.597074508666992, 'learning_rate': 7.169251517194876e-06, 'epoch': 1.416048550236008}
2110	1.4227916385704653	{'loss': 2.832, 'grad_norm': 8.460094451904297, 'learning_rate': 7.155765340525962e-06, 'epoch': 1.4227916385704653}
2120	1.4295347269049223	{'loss': 2.9632, 'grad_norm': 11.181513786315918, 'learning_rate': 7.142279163857047e-06, 'epoch': 1.4295347269049223}
2130	1.4362778152393796	{'loss': 2.9391, 'grad_norm': 7.680490016937256, 'learning_rate': 7.128792987188132e-06, 'epoch': 1.4362778152393796}
2140	1.4430209035738368	{'loss': 2.9588, 'grad_norm': 8.356222152709961, 'learning_rate': 7.115306810519218e-06, 'epoch': 1.4430209035738368}
2150	1.449763991908294	{'loss': 2.8992, 'grad_norm': 9.2432861328125, 'learning_rate': 7.1018206338503035e-06, 'epoch': 1.449763991908294}
2160	1.456507080242751	{'loss': 2.941, 'grad_norm': 8.122661590576172, 'learning_rate': 7.088334457181389e-06, 'epoch': 1.456507080242751}
2170	1.4632501685772084	{'loss': 2.9763, 'grad_norm': 9.651922225952148, 'learning_rate': 7.0748482805124755e-06, 'epoch': 1.4632501685772084}
2180	1.4699932569116656	{'loss': 2.8472, 'grad_norm': 8.300054550170898, 'learning_rate': 7.061362103843561e-06, 'epoch': 1.4699932569116656}
2190	1.4767363452461226	{'loss': 2.8991, 'grad_norm': 9.523978233337402, 'learning_rate': 7.047875927174647e-06, 'epoch': 1.4767363452461226}
2200	1.4834794335805799	{'loss': 2.9513, 'grad_norm': 8.591550827026367, 'learning_rate': 7.034389750505732e-06, 'epoch': 1.4834794335805799}
2210	1.4902225219150371	{'loss': 2.987, 'grad_norm': 8.613361358642578, 'learning_rate': 7.020903573836818e-06, 'epoch': 1.4902225219150371}
2220	1.4969656102494944	{'loss': 2.8465, 'grad_norm': 10.440386772155762, 'learning_rate': 7.0074173971679035e-06, 'epoch': 1.4969656102494944}
2230	1.5037086985839514	{'loss': 2.9877, 'grad_norm': 8.837654113769531, 'learning_rate': 6.99393122049899e-06, 'epoch': 1.5037086985839514}
2240	1.5104517869184086	{'loss': 3.0118, 'grad_norm': 7.890562057495117, 'learning_rate': 6.9804450438300755e-06, 'epoch': 1.5104517869184086}
2250	1.5171948752528657	{'loss': 2.761, 'grad_norm': 8.372462272644043, 'learning_rate': 6.96695886716116e-06, 'epoch': 1.5171948752528657}
2260	1.523937963587323	{'loss': 2.8727, 'grad_norm': 8.232131004333496, 'learning_rate': 6.953472690492246e-06, 'epoch': 1.523937963587323}
2270	1.5306810519217802	{'loss': 2.8154, 'grad_norm': 10.494336128234863, 'learning_rate': 6.939986513823331e-06, 'epoch': 1.5306810519217802}
2280	1.5374241402562374	{'loss': 2.781, 'grad_norm': 7.816211223602295, 'learning_rate': 6.926500337154417e-06, 'epoch': 1.5374241402562374}
2290	1.5441672285906947	{'loss': 3.0009, 'grad_norm': 8.568503379821777, 'learning_rate': 6.913014160485503e-06, 'epoch': 1.5441672285906947}
2300	1.5509103169251517	{'loss': 2.9117, 'grad_norm': 7.934647083282471, 'learning_rate': 6.899527983816588e-06, 'epoch': 1.5509103169251517}
2310	1.557653405259609	{'loss': 2.8023, 'grad_norm': 7.806622505187988, 'learning_rate': 6.886041807147675e-06, 'epoch': 1.557653405259609}
2320	1.564396493594066	{'loss': 3.0095, 'grad_norm': 7.588920593261719, 'learning_rate': 6.87255563047876e-06, 'epoch': 1.564396493594066}
2330	1.5711395819285232	{'loss': 2.7439, 'grad_norm': 7.719725608825684, 'learning_rate': 6.859069453809846e-06, 'epoch': 1.5711395819285232}
2340	1.5778826702629805	{'loss': 2.9562, 'grad_norm': 9.824713706970215, 'learning_rate': 6.845583277140931e-06, 'epoch': 1.5778826702629805}
2350	1.5846257585974377	{'loss': 2.82, 'grad_norm': 8.193587303161621, 'learning_rate': 6.832097100472017e-06, 'epoch': 1.5846257585974377}
2360	1.591368846931895	{'loss': 2.77, 'grad_norm': 9.356514930725098, 'learning_rate': 6.818610923803103e-06, 'epoch': 1.591368846931895}
2370	1.598111935266352	{'loss': 2.9141, 'grad_norm': 8.037091255187988, 'learning_rate': 6.805124747134187e-06, 'epoch': 1.598111935266352}
2380	1.604855023600809	{'loss': 2.8745, 'grad_norm': 8.51196002960205, 'learning_rate': 6.791638570465273e-06, 'epoch': 1.604855023600809}
2390	1.6115981119352663	{'loss': 2.9, 'grad_norm': 9.2911958694458, 'learning_rate': 6.7781523937963585e-06, 'epoch': 1.6115981119352663}
2400	1.6183412002697235	{'loss': 2.936, 'grad_norm': 10.193864822387695, 'learning_rate': 6.764666217127445e-06, 'epoch': 1.6183412002697235}
2410	1.6250842886041807	{'loss': 2.8257, 'grad_norm': 8.059283256530762, 'learning_rate': 6.7511800404585306e-06, 'epoch': 1.6250842886041807}
2420	1.631827376938638	{'loss': 2.9108, 'grad_norm': 8.649466514587402, 'learning_rate': 6.737693863789616e-06, 'epoch': 1.631827376938638}
2430	1.638570465273095	{'loss': 2.7888, 'grad_norm': 8.852232933044434, 'learning_rate': 6.724207687120702e-06, 'epoch': 1.638570465273095}
2440	1.6453135536075523	{'loss': 2.8586, 'grad_norm': 8.859046936035156, 'learning_rate': 6.710721510451787e-06, 'epoch': 1.6453135536075523}
2450	1.6520566419420093	{'loss': 2.7626, 'grad_norm': 8.706401824951172, 'learning_rate': 6.697235333782873e-06, 'epoch': 1.6520566419420093}
2460	1.6587997302764665	{'loss': 2.8448, 'grad_norm': 8.697768211364746, 'learning_rate': 6.683749157113959e-06, 'epoch': 1.6587997302764665}
2470	1.6655428186109238	{'loss': 2.9178, 'grad_norm': 6.820789813995361, 'learning_rate': 6.670262980445045e-06, 'epoch': 1.6655428186109238}
2480	1.672285906945381	{'loss': 2.8897, 'grad_norm': 7.951210021972656, 'learning_rate': 6.6567768037761305e-06, 'epoch': 1.672285906945381}
2490	1.6790289952798383	{'loss': 2.8974, 'grad_norm': 7.585521697998047, 'learning_rate': 6.643290627107216e-06, 'epoch': 1.6790289952798383}
2500	1.6857720836142953	{'loss': 2.7109, 'grad_norm': 7.820809364318848, 'learning_rate': 6.629804450438301e-06, 'epoch': 1.6857720836142953}
2510	1.6925151719487526	{'loss': 2.894, 'grad_norm': 8.344554901123047, 'learning_rate': 6.6163182737693865e-06, 'epoch': 1.6925151719487526}
2520	1.6992582602832096	{'loss': 2.7021, 'grad_norm': 7.936119556427002, 'learning_rate': 6.602832097100472e-06, 'epoch': 1.6992582602832096}
2530	1.7060013486176668	{'loss': 2.7583, 'grad_norm': 9.33957290649414, 'learning_rate': 6.589345920431558e-06, 'epoch': 1.7060013486176668}
2540	1.712744436952124	{'loss': 2.8231, 'grad_norm': 7.303756237030029, 'learning_rate': 6.575859743762644e-06, 'epoch': 1.712744436952124}
2550	1.7194875252865813	{'loss': 2.7885, 'grad_norm': 10.36481761932373, 'learning_rate': 6.56237356709373e-06, 'epoch': 1.7194875252865813}
2560	1.7262306136210386	{'loss': 2.8688, 'grad_norm': 7.458444118499756, 'learning_rate': 6.548887390424815e-06, 'epoch': 1.7262306136210386}
2570	1.7329737019554956	{'loss': 2.712, 'grad_norm': 8.105990409851074, 'learning_rate': 6.535401213755901e-06, 'epoch': 1.7329737019554956}
2580	1.7397167902899529	{'loss': 2.7735, 'grad_norm': 7.525902271270752, 'learning_rate': 6.5219150370869865e-06, 'epoch': 1.7397167902899529}
2590	1.7464598786244099	{'loss': 2.7632, 'grad_norm': 7.710055351257324, 'learning_rate': 6.508428860418072e-06, 'epoch': 1.7464598786244099}
2600	1.7532029669588671	{'loss': 2.8758, 'grad_norm': 8.030348777770996, 'learning_rate': 6.494942683749158e-06, 'epoch': 1.7532029669588671}
2610	1.7599460552933244	{'loss': 2.8414, 'grad_norm': 8.455621719360352, 'learning_rate': 6.481456507080244e-06, 'epoch': 1.7599460552933244}
2620	1.7666891436277816	{'loss': 2.6897, 'grad_norm': 8.949213027954102, 'learning_rate': 6.467970330411328e-06, 'epoch': 1.7666891436277816}
2630	1.7734322319622389	{'loss': 2.8464, 'grad_norm': 9.12903118133545, 'learning_rate': 6.4544841537424144e-06, 'epoch': 1.7734322319622389}
2640	1.780175320296696	{'loss': 2.7858, 'grad_norm': 9.208423614501953, 'learning_rate': 6.4409979770735e-06, 'epoch': 1.780175320296696}
2650	1.786918408631153	{'loss': 2.8222, 'grad_norm': 7.9895219802856445, 'learning_rate': 6.427511800404586e-06, 'epoch': 1.786918408631153}
2660	1.7936614969656102	{'loss': 2.8873, 'grad_norm': 9.781222343444824, 'learning_rate': 6.414025623735671e-06, 'epoch': 1.7936614969656102}
2670	1.8004045853000674	{'loss': 2.8364, 'grad_norm': 9.845673561096191, 'learning_rate': 6.400539447066757e-06, 'epoch': 1.8004045853000674}
2680	1.8071476736345247	{'loss': 2.667, 'grad_norm': 8.428123474121094, 'learning_rate': 6.387053270397842e-06, 'epoch': 1.8071476736345247}
2690	1.813890761968982	{'loss': 2.7671, 'grad_norm': 6.760454177856445, 'learning_rate': 6.373567093728929e-06, 'epoch': 1.813890761968982}
2700	1.820633850303439	{'loss': 2.864, 'grad_norm': 8.733975410461426, 'learning_rate': 6.360080917060014e-06, 'epoch': 1.820633850303439}
2710	1.8273769386378962	{'loss': 2.7786, 'grad_norm': 7.877755641937256, 'learning_rate': 6.3465947403911e-06, 'epoch': 1.8273769386378962}
2720	1.8341200269723532	{'loss': 2.7947, 'grad_norm': 10.17284107208252, 'learning_rate': 6.333108563722186e-06, 'epoch': 1.8341200269723532}
2730	1.8408631153068105	{'loss': 2.8537, 'grad_norm': 8.245854377746582, 'learning_rate': 6.319622387053271e-06, 'epoch': 1.8408631153068105}
2740	1.8476062036412677	{'loss': 2.7376, 'grad_norm': 8.501141548156738, 'learning_rate': 6.306136210384357e-06, 'epoch': 1.8476062036412677}
2750	1.854349291975725	{'loss': 2.8447, 'grad_norm': 8.076295852661133, 'learning_rate': 6.2926500337154415e-06, 'epoch': 1.854349291975725}
2760	1.8610923803101822	{'loss': 2.7464, 'grad_norm': 12.806828498840332, 'learning_rate': 6.279163857046527e-06, 'epoch': 1.8610923803101822}
2770	1.8678354686446392	{'loss': 2.8516, 'grad_norm': 11.645397186279297, 'learning_rate': 6.2656776803776136e-06, 'epoch': 1.8678354686446392}
2780	1.8745785569790965	{'loss': 2.818, 'grad_norm': 8.26874828338623, 'learning_rate': 6.252191503708699e-06, 'epoch': 1.8745785569790965}
2790	1.8813216453135535	{'loss': 2.779, 'grad_norm': 7.511157512664795, 'learning_rate': 6.238705327039785e-06, 'epoch': 1.8813216453135535}
2800	1.8880647336480108	{'loss': 2.7753, 'grad_norm': 8.185224533081055, 'learning_rate': 6.22521915037087e-06, 'epoch': 1.8880647336480108}
2810	1.894807821982468	{'loss': 2.7722, 'grad_norm': 9.1760835647583, 'learning_rate': 6.211732973701956e-06, 'epoch': 1.894807821982468}
2820	1.9015509103169252	{'loss': 2.8307, 'grad_norm': 8.006133079528809, 'learning_rate': 6.1982467970330415e-06, 'epoch': 1.9015509103169252}
2830	1.9082939986513825	{'loss': 2.8448, 'grad_norm': 8.680865287780762, 'learning_rate': 6.184760620364127e-06, 'epoch': 1.9082939986513825}
2840	1.9150370869858395	{'loss': 2.9062, 'grad_norm': 9.072588920593262, 'learning_rate': 6.1712744436952136e-06, 'epoch': 1.9150370869858395}
2850	1.9217801753202965	{'loss': 2.778, 'grad_norm': 8.169098854064941, 'learning_rate': 6.157788267026299e-06, 'epoch': 1.9217801753202965}
2860	1.9285232636547538	{'loss': 2.8347, 'grad_norm': 7.728338718414307, 'learning_rate': 6.144302090357385e-06, 'epoch': 1.9285232636547538}
2870	1.935266351989211	{'loss': 2.7208, 'grad_norm': 8.015512466430664, 'learning_rate': 6.1308159136884695e-06, 'epoch': 1.935266351989211}
2880	1.9420094403236683	{'loss': 2.8572, 'grad_norm': 9.673395156860352, 'learning_rate': 6.117329737019555e-06, 'epoch': 1.9420094403236683}
2890	1.9487525286581255	{'loss': 2.8149, 'grad_norm': 8.350668907165527, 'learning_rate': 6.103843560350641e-06, 'epoch': 1.9487525286581255}
2900	1.9554956169925826	{'loss': 2.7756, 'grad_norm': 10.638875007629395, 'learning_rate': 6.090357383681726e-06, 'epoch': 1.9554956169925826}
2910	1.9622387053270398	{'loss': 2.5942, 'grad_norm': 8.142009735107422, 'learning_rate': 6.076871207012812e-06, 'epoch': 1.9622387053270398}
2920	1.9689817936614968	{'loss': 2.6247, 'grad_norm': 9.789148330688477, 'learning_rate': 6.063385030343898e-06, 'epoch': 1.9689817936614968}
2930	1.975724881995954	{'loss': 2.8863, 'grad_norm': 8.731225967407227, 'learning_rate': 6.049898853674984e-06, 'epoch': 1.975724881995954}
2940	1.9824679703304113	{'loss': 2.8033, 'grad_norm': 6.7838969230651855, 'learning_rate': 6.0364126770060695e-06, 'epoch': 1.9824679703304113}
2950	1.9892110586648686	{'loss': 2.7285, 'grad_norm': 8.332006454467773, 'learning_rate': 6.022926500337155e-06, 'epoch': 1.9892110586648686}
2960	1.9959541469993258	{'loss': 2.6561, 'grad_norm': 9.315966606140137, 'learning_rate': 6.009440323668241e-06, 'epoch': 1.9959541469993258}
2970	2.002697235333783	{'loss': 2.7524, 'grad_norm': 7.49721622467041, 'learning_rate': 5.995954146999326e-06, 'epoch': 2.002697235333783}
2980	2.00944032366824	{'loss': 2.7285, 'grad_norm': 8.06702995300293, 'learning_rate': 5.982467970330412e-06, 'epoch': 2.00944032366824}
2990	2.016183412002697	{'loss': 2.804, 'grad_norm': 9.85678482055664, 'learning_rate': 5.968981793661498e-06, 'epoch': 2.016183412002697}
3000	2.0229265003371544	{'loss': 2.8072, 'grad_norm': 7.902219295501709, 'learning_rate': 5.955495616992583e-06, 'epoch': 2.0229265003371544}
3010	2.0296695886716116	{'loss': 2.6296, 'grad_norm': 8.4280424118042, 'learning_rate': 5.942009440323669e-06, 'epoch': 2.0296695886716116}
3020	2.036412677006069	{'loss': 2.5946, 'grad_norm': 8.286624908447266, 'learning_rate': 5.928523263654754e-06, 'epoch': 2.036412677006069}
3030	2.043155765340526	{'loss': 2.6742, 'grad_norm': 8.900870323181152, 'learning_rate': 5.91503708698584e-06, 'epoch': 2.043155765340526}
3040	2.049898853674983	{'loss': 2.7088, 'grad_norm': 9.26339054107666, 'learning_rate': 5.901550910316925e-06, 'epoch': 2.049898853674983}
3050	2.05664194200944	{'loss': 2.7896, 'grad_norm': 7.718261241912842, 'learning_rate': 5.888064733648011e-06, 'epoch': 2.05664194200944}
3060	2.0633850303438974	{'loss': 2.8437, 'grad_norm': 8.774031639099121, 'learning_rate': 5.874578556979097e-06, 'epoch': 2.0633850303438974}
3070	2.0701281186783547	{'loss': 2.8557, 'grad_norm': 9.066024780273438, 'learning_rate': 5.861092380310183e-06, 'epoch': 2.0701281186783547}
3080	2.076871207012812	{'loss': 2.6294, 'grad_norm': 8.601736068725586, 'learning_rate': 5.847606203641269e-06, 'epoch': 2.076871207012812}
3090	2.083614295347269	{'loss': 2.7729, 'grad_norm': 8.579660415649414, 'learning_rate': 5.834120026972354e-06, 'epoch': 2.083614295347269}
3100	2.0903573836817264	{'loss': 2.5617, 'grad_norm': 7.648960590362549, 'learning_rate': 5.82063385030344e-06, 'epoch': 2.0903573836817264}
3110	2.097100472016183	{'loss': 2.7212, 'grad_norm': 9.603096008300781, 'learning_rate': 5.807147673634525e-06, 'epoch': 2.097100472016183}
3120	2.1038435603506405	{'loss': 2.6281, 'grad_norm': 8.963665008544922, 'learning_rate': 5.79366149696561e-06, 'epoch': 2.1038435603506405}
3130	2.1105866486850977	{'loss': 2.6718, 'grad_norm': 9.406584739685059, 'learning_rate': 5.780175320296696e-06, 'epoch': 2.1105866486850977}
3140	2.117329737019555	{'loss': 2.7198, 'grad_norm': 8.898612022399902, 'learning_rate': 5.766689143627781e-06, 'epoch': 2.117329737019555}
3150	2.124072825354012	{'loss': 2.66, 'grad_norm': 8.202428817749023, 'learning_rate': 5.753202966958868e-06, 'epoch': 2.124072825354012}
3160	2.1308159136884695	{'loss': 2.7479, 'grad_norm': 9.453660011291504, 'learning_rate': 5.739716790289953e-06, 'epoch': 2.1308159136884695}
3170	2.1375590020229267	{'loss': 2.779, 'grad_norm': 7.792011737823486, 'learning_rate': 5.726230613621039e-06, 'epoch': 2.1375590020229267}
3180	2.1443020903573835	{'loss': 2.7643, 'grad_norm': 7.608372688293457, 'learning_rate': 5.7127444369521245e-06, 'epoch': 2.1443020903573835}
3190	2.1510451786918408	{'loss': 2.5233, 'grad_norm': 7.937070369720459, 'learning_rate': 5.69925826028321e-06, 'epoch': 2.1510451786918408}
3200	2.157788267026298	{'loss': 2.8054, 'grad_norm': 8.161934852600098, 'learning_rate': 5.685772083614296e-06, 'epoch': 2.157788267026298}
3210	2.1645313553607552	{'loss': 2.4984, 'grad_norm': 8.371087074279785, 'learning_rate': 5.672285906945381e-06, 'epoch': 2.1645313553607552}
3220	2.1712744436952125	{'loss': 2.68, 'grad_norm': 8.07679557800293, 'learning_rate': 5.658799730276468e-06, 'epoch': 2.1712744436952125}
3230	2.1780175320296697	{'loss': 2.6595, 'grad_norm': 11.13092041015625, 'learning_rate': 5.645313553607553e-06, 'epoch': 2.1780175320296697}
3240	2.184760620364127	{'loss': 2.7427, 'grad_norm': 8.327298164367676, 'learning_rate': 5.631827376938639e-06, 'epoch': 2.184760620364127}
3250	2.191503708698584	{'loss': 2.6598, 'grad_norm': 10.170964241027832, 'learning_rate': 5.618341200269724e-06, 'epoch': 2.191503708698584}
3260	2.198246797033041	{'loss': 2.7997, 'grad_norm': 8.208917617797852, 'learning_rate': 5.604855023600809e-06, 'epoch': 2.198246797033041}
3270	2.2049898853674983	{'loss': 2.5721, 'grad_norm': 8.158167839050293, 'learning_rate': 5.591368846931895e-06, 'epoch': 2.2049898853674983}
3280	2.2117329737019555	{'loss': 2.6658, 'grad_norm': 9.17938232421875, 'learning_rate': 5.5778826702629805e-06, 'epoch': 2.2117329737019555}
3290	2.218476062036413	{'loss': 2.734, 'grad_norm': 10.496826171875, 'learning_rate': 5.564396493594066e-06, 'epoch': 2.218476062036413}
3300	2.22521915037087	{'loss': 2.4842, 'grad_norm': 8.193131446838379, 'learning_rate': 5.5509103169251525e-06, 'epoch': 2.22521915037087}
3310	2.231962238705327	{'loss': 2.8166, 'grad_norm': 9.165801048278809, 'learning_rate': 5.537424140256238e-06, 'epoch': 2.231962238705327}
3320	2.238705327039784	{'loss': 2.7529, 'grad_norm': 10.9319486618042, 'learning_rate': 5.523937963587324e-06, 'epoch': 2.238705327039784}
3330	2.2454484153742413	{'loss': 2.6215, 'grad_norm': 8.481071472167969, 'learning_rate': 5.510451786918409e-06, 'epoch': 2.2454484153742413}
3340	2.2521915037086986	{'loss': 2.6294, 'grad_norm': 10.61344051361084, 'learning_rate': 5.496965610249495e-06, 'epoch': 2.2521915037086986}
3350	2.258934592043156	{'loss': 2.7649, 'grad_norm': 8.093132972717285, 'learning_rate': 5.4834794335805804e-06, 'epoch': 2.258934592043156}
3360	2.265677680377613	{'loss': 2.6962, 'grad_norm': 7.257849216461182, 'learning_rate': 5.469993256911667e-06, 'epoch': 2.265677680377613}
3370	2.2724207687120703	{'loss': 2.6118, 'grad_norm': 8.241276741027832, 'learning_rate': 5.456507080242751e-06, 'epoch': 2.2724207687120703}
3380	2.279163857046527	{'loss': 2.7994, 'grad_norm': 8.730975151062012, 'learning_rate': 5.443020903573837e-06, 'epoch': 2.279163857046527}
3390	2.2859069453809844	{'loss': 2.7316, 'grad_norm': 8.231131553649902, 'learning_rate': 5.429534726904923e-06, 'epoch': 2.2859069453809844}
3400	2.2926500337154416	{'loss': 2.578, 'grad_norm': 7.5671162605285645, 'learning_rate': 5.416048550236008e-06, 'epoch': 2.2926500337154416}
3410	2.299393122049899	{'loss': 2.6433, 'grad_norm': 8.674447059631348, 'learning_rate': 5.402562373567094e-06, 'epoch': 2.299393122049899}
3420	2.306136210384356	{'loss': 2.7428, 'grad_norm': 11.10933780670166, 'learning_rate': 5.38907619689818e-06, 'epoch': 2.306136210384356}
3430	2.3128792987188134	{'loss': 2.6317, 'grad_norm': 7.819154262542725, 'learning_rate': 5.375590020229265e-06, 'epoch': 2.3128792987188134}
3440	2.31962238705327	{'loss': 2.5912, 'grad_norm': 9.835783958435059, 'learning_rate': 5.362103843560351e-06, 'epoch': 2.31962238705327}
3450	2.3263654753877274	{'loss': 2.6603, 'grad_norm': 10.084556579589844, 'learning_rate': 5.348617666891437e-06, 'epoch': 2.3263654753877274}
3460	2.3331085637221847	{'loss': 2.6667, 'grad_norm': 9.967586517333984, 'learning_rate': 5.335131490222523e-06, 'epoch': 2.3331085637221847}
3470	2.339851652056642	{'loss': 2.6873, 'grad_norm': 8.556221961975098, 'learning_rate': 5.321645313553608e-06, 'epoch': 2.339851652056642}
3480	2.346594740391099	{'loss': 2.5299, 'grad_norm': 8.025145530700684, 'learning_rate': 5.308159136884694e-06, 'epoch': 2.346594740391099}
3490	2.3533378287255564	{'loss': 2.5824, 'grad_norm': 7.726147651672363, 'learning_rate': 5.29467296021578e-06, 'epoch': 2.3533378287255564}
3500	2.3600809170600137	{'loss': 2.7118, 'grad_norm': 10.006383895874023, 'learning_rate': 5.281186783546864e-06, 'epoch': 2.3600809170600137}
3510	2.366824005394471	{'loss': 2.6516, 'grad_norm': 7.684604167938232, 'learning_rate': 5.26770060687795e-06, 'epoch': 2.366824005394471}
3520	2.3735670937289277	{'loss': 2.6995, 'grad_norm': 8.289395332336426, 'learning_rate': 5.2542144302090355e-06, 'epoch': 2.3735670937289277}
3530	2.380310182063385	{'loss': 2.6924, 'grad_norm': 8.777073860168457, 'learning_rate': 5.240728253540122e-06, 'epoch': 2.380310182063385}
3540	2.387053270397842	{'loss': 2.6628, 'grad_norm': 9.502901077270508, 'learning_rate': 5.2272420768712075e-06, 'epoch': 2.387053270397842}
3550	2.3937963587322995	{'loss': 2.555, 'grad_norm': 8.223136901855469, 'learning_rate': 5.213755900202293e-06, 'epoch': 2.3937963587322995}
3560	2.4005394470667567	{'loss': 2.6933, 'grad_norm': 10.33505630493164, 'learning_rate': 5.200269723533379e-06, 'epoch': 2.4005394470667567}
3570	2.4072825354012135	{'loss': 2.7415, 'grad_norm': 7.761512756347656, 'learning_rate': 5.186783546864464e-06, 'epoch': 2.4072825354012135}
3580	2.4140256237356708	{'loss': 2.6533, 'grad_norm': 8.126753807067871, 'learning_rate': 5.17329737019555e-06, 'epoch': 2.4140256237356708}
3590	2.420768712070128	{'loss': 2.687, 'grad_norm': 8.395721435546875, 'learning_rate': 5.159811193526636e-06, 'epoch': 2.420768712070128}
3600	2.4275118004045853	{'loss': 2.6648, 'grad_norm': 11.315003395080566, 'learning_rate': 5.146325016857722e-06, 'epoch': 2.4275118004045853}
3610	2.4342548887390425	{'loss': 2.7707, 'grad_norm': 8.654741287231445, 'learning_rate': 5.1328388401888075e-06, 'epoch': 2.4342548887390425}
3620	2.4409979770734997	{'loss': 2.6372, 'grad_norm': 11.361437797546387, 'learning_rate': 5.119352663519892e-06, 'epoch': 2.4409979770734997}
3630	2.447741065407957	{'loss': 2.5794, 'grad_norm': 8.930527687072754, 'learning_rate': 5.105866486850978e-06, 'epoch': 2.447741065407957}
